12	17	4
12	151	2
12	167	1
12	260	2
12	283	2
12	438	1
12	464	1
12	487	2
12	599	1
12	670	2
12	697	1
12	707	1
12	718	1
12	752	2
12	812	1
12	866	1
12	892	1
12	910	1
12	923	1
12	925	1
12	1067	1
12	1085	1
12	1086	2
13	154	1
13	156	1
13	275	1
13	375	1
13	456	1
13	724	1
13	737	1
13	784	1
13	815	1
13	836	1
13	864	1
13	873	1
13	875	1
13	923	1
13	1003	1
13	1048	1
13	1108	1
13	1121	1
17	83	1
17	111	2
17	129	2
17	151	2
17	154	1
17	167	2
17	216	1
17	260	2
17	278	1
17	283	5
17	314	2
17	336	2
17	366	3
17	375	1
17	389	1
17	407	4
17	413	4
17	427	2
17	436	2
17	438	4
17	446	2
17	453	1
17	464	2
17	472	1
17	487	2
17	528	3
17	543	1
17	559	1
17	561	1
17	597	1
17	599	3
17	641	1
17	647	4
17	648	1
17	670	3
17	697	2
17	707	8
17	708	1
17	718	3
17	720	1
17	738	2
17	752	2
17	812	1
17	836	1
17	864	1
17	866	1
17	873	1
17	881	1
17	890	1
17	892	1
17	906	5
17	910	2
17	923	5
17	925	10
17	950	2
17	995	4
17	1003	1
17	1025	4
17	1026	2
17	1042	2
17	1051	3
17	1067	3
17	1076	2
17	1085	1
17	1086	2
17	1091	1
17	1096	1
17	1098	1
17	1108	1
28	230	1
28	327	2
28	489	1
28	540	1
28	604	1
28	847	1
28	1045	1
32	378	3
32	392	3
32	544	3
32	1032	3
39	154	1
39	169	1
39	264	1
39	436	1
39	575	1
39	835	2
39	925	1
39	1063	1
40	465	2
40	472	2
40	559	2
40	707	2
40	749	2
40	879	2
40	986	2
40	991	2
40	995	2
40	1003	2
51	125	1
51	266	1
51	455	1
51	494	1
51	577	1
51	605	1
51	653	2
51	656	1
51	784	1
51	920	1
51	965	2
51	1051	1
51	1118	2
59	357	1
59	594	1
59	629	1
59	864	1
59	875	1
59	896	2
59	905	2
59	977	2
59	1076	1
69	215	2
69	333	1
72	108	1
72	114	2
72	272	2
72	475	2
72	661	1
72	822	2
80	105	1
80	121	1
80	157	1
80	167	1
80	354	1
80	357	1
80	400	1
80	426	1
80	453	1
80	459	1
80	543	1
80	561	1
80	607	1
80	608	1
80	615	1
80	670	1
80	766	1
80	825	1
80	866	1
80	867	1
80	906	1
80	1025	1
80	1059	1
83	269	2
83	336	1
83	446	1
83	472	1
83	489	2
83	647	1
83	748	1
83	873	1
83	906	1
83	1076	1
91	352	1
91	392	1
91	544	1
91	647	1
91	707	1
91	736	1
91	836	1
91	881	1
91	1032	1
101	234	1
101	295	1
101	596	2
101	1063	1
102	257	1
102	621	1
102	661	1
102	865	2
102	926	1
102	946	1
102	1045	1
105	121	1
105	157	1
105	167	1
105	354	1
105	400	1
105	426	1
105	445	2
105	459	1
105	607	1
105	608	1
105	615	1
105	616	1
105	670	3
105	813	2
105	866	3
105	1059	1
105	1085	1
108	114	1
108	272	1
108	366	1
108	475	1
108	661	1
108	707	1
108	794	1
108	822	1
108	864	1
108	925	1
108	986	1
108	995	1
108	1003	1
108	1012	1
108	1048	1
111	366	1
111	407	2
111	413	1
111	438	1
111	453	1
111	597	1
111	599	1
111	647	1
111	707	1
111	836	1
111	906	1
111	925	1
111	1003	1
111	1025	2
111	1051	1
111	1067	1
111	1091	1
112	281	1
112	584	1
112	594	1
112	707	1
112	865	1
112	869	1
112	910	1
112	950	1
112	975	1
112	988	1
112	1059	1
114	272	2
114	475	2
114	661	1
114	822	2
121	157	1
121	167	1
121	233	1
121	354	2
121	400	1
121	426	1
121	459	1
121	607	1
121	608	1
121	670	2
121	835	1
121	866	2
121	891	1
121	955	1
121	1059	1
125	348	1
125	494	1
125	720	2
125	784	1
125	795	1
129	314	1
129	427	2
129	528	1
129	890	1
129	1026	2
135	136	1
135	234	1
135	257	1
135	314	1
135	494	1
135	641	1
135	937	1
135	1003	1
135	1091	1
136	794	1
136	1003	1
136	1091	1
138	157	1
138	279	1
138	281	1
138	354	1
138	459	1
138	561	1
138	670	1
138	825	1
138	981	1
151	167	1
151	260	2
151	283	2
151	464	1
151	487	2
151	670	1
151	752	2
151	812	1
151	866	1
151	892	1
151	910	1
151	1085	1
151	1086	1
154	156	2
154	216	1
154	233	1
154	264	1
154	380	1
154	389	2
154	407	1
154	436	1
154	559	1
154	561	1
154	607	1
154	707	2
154	718	1
154	737	1
154	738	1
154	813	1
154	835	2
154	836	1
154	873	1
154	923	2
154	925	9
154	937	1
154	995	2
154	999	1
154	1003	2
154	1027	1
154	1048	1
154	1091	2
154	1121	1
156	461	1
156	472	1
156	559	2
156	737	1
156	813	1
156	873	1
156	923	1
156	925	2
156	950	1
156	1048	1
157	167	1
157	279	2
157	354	3
157	400	1
157	426	1
157	459	3
157	561	2
157	607	1
157	608	2
157	616	1
157	648	1
157	670	3
157	813	1
157	825	1
157	866	2
157	981	2
157	1059	1
157	1085	1
167	260	1
167	283	1
167	354	1
167	375	1
167	400	1
167	407	1
167	426	1
167	459	1
167	464	2
167	487	1
167	553	1
167	607	1
167	608	1
167	647	1
167	670	3
167	752	1
167	866	2
167	892	1
167	910	2
167	955	1
167	1059	1
168	230	1
168	278	1
168	283	1
168	604	1
168	713	1
168	718	1
168	727	1
168	923	1
168	1039	1
168	1048	1
169	264	2
169	575	1
169	687	1
169	835	1
169	1063	1
174	492	2
174	706	2
174	775	2
174	906	1
174	988	1
174	1025	1
200	440	1
